alpha	beta
2.008081054380326	0.0
2.0114137959634735	0.005
2.016348253334754	0.01
2.0245005494515387	0.015
2.0366892319672734	0.02
2.0495466450567354	0.025
2.059687009365899	0.03
2.068988581429744	0.035
2.079940156854297	0.04
2.091007002747899	0.045
2.100131501201098	0.05
2.1090293173908194	0.055
2.1198457766445715	0.06
2.1309746108474354	0.065
2.140180207485627	0.07
2.1490369684550497	0.075
2.159783617280297	0.08
2.1709630029417806	0.085
2.1802392026222117	0.09
2.189052006882343	0.095
2.1997232994979665	0.1
2.2109478213296767	0.105
2.22029735820504	0.11
2.2290707757942987	0.115
2.2396646932642295	0.12
2.2509314062586467	0.125
2.260362442052246	0.13
2.269113844714213	0.135
2.2796495183849435	0.14
2.2909748179553433	0.145
2.300496505312143	0.15
2.309213800593559	0.155
2.319648721614224	0.16
2.330979974784541	0.165
2.34056428312838	0.17
2.3492474985792353	0.17500000000000002
2.3595955810418783	0.18
2.3709506382575687	0.185
2.3806168147346245	0.19
2.389279710455971	0.195
2.3995431811845145	0.2
2.4109176621046027	0.20500000000000002
2.4206673837592367	0.21
2.4293150076717294	0.215
2.4394930163901787	0.22
2.4508813942231544	0.225
2.4607155194268286	0.23
2.469351350549908	0.23500000000000001
2.479436798339687	0.24
2.4908152244623714	0.245
2.5006998136739087	0.25
2.5092857877780292	0.255
2.5192715433391863	0.26
2.5307058837421095	0.265
2.540734580555706	0.27
2.549313675888036	0.275
2.559103631792292	0.28
2.570254510724228	0.28500000000000003
2.579661709094586	0.29
2.586476377950408	0.295
2.5926586525639435	0.3
2.598910217098125	0.305
2.6036232850774517	0.31
2.605881391878974	0.315
2.606245338148812	0.32
2.6056119488729625	0.325
2.604806843031006	0.33
2.6041696869827047	0.335
2.603589131003873	0.34
2.6029860039800137	0.34500000000000003
2.6024877553630414	0.35000000000000003
2.6021602093635234	0.355
2.601912606066727	0.36
2.601653921112993	0.365
2.6013384796199595	0.37
2.600850812562404	0.375
2.599993155189709	0.38
2.5987537795053943	0.385
2.597415908556112	0.39
2.59596728303402	0.395
2.593929028411537	0.4
2.59117648453868	0.405
2.588373828231093	0.41000000000000003
2.5857205060203077	0.41500000000000004
2.582423613534551	0.42
2.578137864991025	0.425
2.573843725870986	0.43
2.5699795564480485	0.435
2.565459907418504	0.44
2.5596799437365534	0.445
2.553897361305068	0.45
2.5488217555254824	0.455
2.5431031596104834	0.46
2.535847036747493	0.465
2.5285582081723375	0.47000000000000003
2.52225556263197	0.47500000000000003
2.515354819816872	0.48
2.5066416689350994	0.485
2.4978348516695204	0.49
2.4903019933003714	0.495
2.4822648003060728	0.5
2.472161839430635	0.505
2.4618694241409647	0.51
2.45311727447393	0.515
2.443969529354329	0.52
2.432501457795289	0.525
2.4207117883874893	0.53
2.4107210083706145	0.535
2.4004737652998993	0.54
2.387661786824983	0.545
2.3743637558979693	0.55
2.363113561799349	0.555
2.3517760523562705	0.56
2.337642394990362	0.5650000000000001
2.322826828709646	0.5700000000000001
2.3102954075088866	0.5750000000000001
2.297875204800422	0.58
2.2824440199728646	0.585
2.266107840912428	0.59
2.2522841964672606	0.595
2.238813470518154	0.6
2.2221528967383968	0.605
2.204336815496591	0.61
2.189219913879807	0.615
2.1746915077848206	0.62
2.156787112926708	0.625
2.137444158028407	0.63
2.120987271499565	0.635
2.105411722972496	0.64
2.0863256788000824	0.645
2.0655018414923747	0.65
2.0477101919794163	0.655
2.0310910708475465	0.66
2.0108319899171514	0.665
1.9885059396685505	0.67
1.9693377792936868	0.675
1.951663682607191	0.68
1.930252931358487	0.685
1.9064293567356547	0.6900000000000001
1.8858647807450784	0.6950000000000001
1.8671424542576902	0.7000000000000001
1.8446252132210685	0.705
1.8193359182134115	0.71
1.7973700639138452	0.715
1.7776057917181465	0.72
1.754025371661783	0.725
1.7273256882512156	0.73
1.7040215864937056	0.735
1.6833133473501973	0.74
1.6587077730296091	0.745
1.6304311829468867	0.75
1.605537675098456	0.755
1.5837700990825787	0.76
1.558285802372092	0.765
1.5287183969643574	0.77
1.5023154077772969	0.775
1.4793519129884178	0.78
1.4527717586281115	0.785
1.4217497265290973	0.79
1.393831413154132	0.795
1.3697626669999303	0.8
1.3421922869672822	0.805
1.30977933085688	0.81
1.2803418400393691	0.8150000000000001
1.2551545485491695	0.8200000000000001
1.2266131382224035	0.8250000000000001
1.1928303270059313	0.8300000000000001
1.16185799631468	0.835
1.1355421994024832	0.84
1.1060646786913269	0.845
1.0709578885469653	0.85
1.0384510931608346	0.855
1.0109890473295864	0.86
0.9805773740808705	0.865
0.9441464238673246	0.87
0.9100676644793403	0.875
0.8814249128544417	0.88
0.8500878068280965	0.885
0.8123568773714874	0.89
0.7766942324598446	0.895
0.7468550869751269	0.9
0.7146213811039674	0.905
0.6756408393718688	0.91
0.6384011392302581	0.915
0.6073453989031685	0.92
0.5742135775255532	0.925
0.5339881139187065	0.93
0.4951385184813135	0.935
0.46282652098454813	0.9400000000000001
0.428799191757224	0.9450000000000001
0.38735716496723294	0.9500000000000001
0.34689399451476355	0.9550000000000001
0.3133130726382785	0.96
0.27842911504080176	0.965
0.23585427457120522	0.97
0.19384320122458612	0.975
0.15910520549649657	0.98
0.1238666887400694	0.985
0.08196524866427145	0.99
0.04339422569023294	0.995
